<date>,<ticker>,<open>,<high>,<low>,<close>,<volume>
11/20/2020,AALI,10975.00,11275.00,10975.00,11000.00,4112100
11/20/2020,ABBA,50.00,50.00,50.00,50.00,421100
11/20/2020,ABDA,6400.00,6400.00,6400.00,6400.00,0
11/20/2020,ABMM,795.00,795.00,730.00,735.00,64100
11/20/2020,ACES,1690.00,1700.00,1625.00,1635.00,20916900
11/20/2020,ACST,216.00,242.00,214.00,234.00,386025300
11/20/2020,ADES,1195.00,1195.00,1170.00,1185.00,151100
11/20/2020,ADHI,930.00,935.00,905.00,920.00,44739600
11/20/2020,ADMF,8250.00,8425.00,8250.00,8400.00,183500
11/20/2020,ADMG,148.00,149.00,145.00,145.00,1289100
11/20/2020,ADRO,1245.00,1260.00,1210.00,1215.00,121792400
11/20/2020,AGAR,470.00,470.00,460.00,470.00,900
11/20/2020,AGII,930.00,940.00,865.00,865.00,16803000
11/20/2020,AGRO,432.00,438.00,424.00,424.00,56562000
11/20/2020,AGRS,160.00,164.00,160.00,162.00,2700
11/20/2020,AHAP,58.00,60.00,57.00,58.00,113700
11/20/2020,AIMS,154.00,154.00,144.00,144.00,4100
11/20/2020,AISA,228.00,286.00,228.00,286.00,646222700
11/20/2020,AKKU,50.00,50.00,50.00,50.00,6800
11/20/2020,AKPI,310.00,350.00,310.00,314.00,58300
11/20/2020,AKRA,2930.00,3010.00,2930.00,2950.00,47230200
11/20/2020,AKSI,410.00,410.00,382.00,384.00,35300
11/20/2020,ALDO,410.00,410.00,410.00,410.00,100
11/20/2020,ALKA,254.00,270.00,252.00,270.00,2300
11/20/2020,ALMI,220.00,248.00,220.00,238.00,4000
11/20/2020,ALTO,286.00,308.00,286.00,308.00,21500
11/20/2020,AMAG,220.00,220.00,212.00,218.00,308800
11/20/2020,AMAN,276.00,276.00,276.00,276.00,151600
11/20/2020,AMAR,324.00,324.00,320.00,324.00,15100
11/20/2020,AMFG,2530.00,2630.00,2530.00,2600.00,36300
11/20/2020,AMIN,264.00,280.00,264.00,280.00,1400
11/20/2020,AMOR,2600.00,2630.00,2600.00,2600.00,318300
11/20/2020,AMRT,715.00,720.00,705.00,705.00,949600
11/20/2020,ANDI,50.00,50.00,50.00,50.00,144200
11/20/2020,ANJT,635.00,670.00,620.00,625.00,82500
11/20/2020,ANTM,1235.00,1240.00,1200.00,1210.00,220936900
